given_name,family_name,gender,birth_date,country_of_origin,destination_country,destination_city,port_of_entry,visa_category,arrival_date,reason_for_migration,status_at_5_years,naturalization_date,asylum_related
Ibrahim,Smith,Female,1999-03-30,Brazil,United States,San Francisco,JFK Airport,Student,2022-08-07,Climate/Disaster,Permanent Resident,,FALSE
Amina,Nowak,Female,1984-01-15,Ethiopia,Italy,Palermo,Turin Airport,Refugee,2025-03-09,Work,Undocumented,,TRUE
Ava,Perez,Female,1956-03-13,Romania,United Kingdom,Sheffield,Heathrow,Family,2003-05-31,Persecution,Citizen,2012-05-05,TRUE
Camila,Lopez,Female,1981-01-13,South Africa,Sweden,Uppsala,Gothenburg Landvetter,Family,2012-05-20,Work,Citizen,2023-09-14,FALSE
Omar,Lopez,Female,1975-12-30,Egypt,Sweden,Gothenburg,Malmo Airport,Diversity,2017-12-23,Work,Citizen,2023-05-13,FALSE
Priya,Schmidt,Female,1955-08-13,Spain,United States,Dallas,LAX,Student,2002-11-04,Economic Opportunity,Permanent Resident,,FALSE
Lucas,Jones,Male,1954-01-04,Pakistan,Netherlands,Utrecht,Eindhoven Airport,Asylum,2022-01-27,Family Reunification,Citizen,2027-05-25,TRUE
Maria,Kumar,Female,2003-10-13,Malaysia,Netherlands,The Hague,Rotterdam The Hague,Student,2024-07-12,Work,Temporary Resident,,FALSE
Alex,Costa,Female,1974-12-24,Bulgaria,Sweden,Linkoping,Malmo Airport,Work,2009-12-06,Climate/Disaster,Temporary Resident,,FALSE
Diego,Gonzalez,Female,1953-11-28,Peru,Netherlands,Groningen,Eindhoven Airport,Asylum,2006-03-22,Economic Opportunity,Temporary Resident,,TRUE
Olivia,Perez,Male,1986-04-28,China,France,Nice,Orly,Student,2006-12-01,Economic Opportunity,Temporary Resident,,FALSE
Anita,Williams,Female,1982-01-30,Sri Lanka,United Kingdom,Manchester,Gatwick,Family,2002-07-14,Family Reunification,Permanent Resident,,FALSE
Sara,Gonzalez,Female,2002-10-22,Dominican Republic,Netherlands,Amsterdam,Schiphol,Refugee,2023-02-22,Work,Citizen,2028-08-05,TRUE
Anna,Abdul,Female,1993-08-25,Iraq,Germany,Bremen,MUC,Family,2017-09-13,Family Reunification,Permanent Resident,,FALSE
Sofia,Singh,Male,2006-10-30,Iraq,Spain,Seville,Valencia Airport,Work,2024-11-25,Work,Citizen,2036-03-13,FALSE
Diego,Bauer,Male,1983-10-19,Greece,Spain,Zaragoza,Barcelona–El Prat,Family,2006-09-07,Work,Permanent Resident,,FALSE
Mohamed,Brown,Male,1991-09-08,Egypt,Spain,Malaga,Madrid–Barajas,Work,2013-12-08,Study,Permanent Resident,,FALSE
Ibrahim,Miller,Male,1977-06-01,Kenya,Sweden,Norrkoping,Gothenburg Landvetter,Family,2003-01-15,Study,Temporary Resident,,FALSE
Liam,Williams,Male,1999-10-22,Nigeria,Netherlands,Tilburg,Schiphol,Work,2020-12-15,Study,Permanent Resident,,FALSE
Isabella,Perez,Male,1964-08-23,Romania,Netherlands,Rotterdam,Eindhoven Airport,Family,2006-10-12,Work,Temporary Resident,,FALSE
Ibrahim,Hassan,Male,1987-02-28,Taiwan,United States,Houston,DFW,Asylum,2020-12-27,Family Reunification,Permanent Resident,,TRUE
Hiro,Kumar,Female,1977-04-28,Honduras,United States,San Francisco,LAX,Humanitarian,2020-07-15,Family Reunification,Permanent Resident,,FALSE
Alex,Schmidt,Male,1950-09-24,Kenya,Sweden,Malmo,Gothenburg Landvetter,Diversity,2003-10-14,Conflict/War,Permanent Resident,,TRUE
Priya,Williams,Female,1977-04-11,Egypt,Australia,Perth,Brisbane Airport,Family,2008-05-08,Work,Departed,,FALSE
Wei,Yamada,Male,1989-12-17,Indonesia,Australia,Perth,Adelaide Airport,Family,2020-05-21,Family Reunification,Citizen,2031-07-26,FALSE
Ava,Bauer,Female,1954-12-06,Germany,Canada,Quebec City,Calgary Intl,Refugee,2022-11-22,Family Reunification,Permanent Resident,,TRUE
Mia,Hernandez,Male,1985-06-13,Turkey,United States,Chicago,IAD,Student,2009-11-28,Conflict/War,Citizen,2020-02-27,TRUE
Ahmed,Johnson,Female,2007-07-17,Kenya,Sweden,Vasteras,Gothenburg Landvetter,Work,2025-08-13,Study,Permanent Resident,,FALSE
Sofia,Rodriguez,Female,1991-03-19,Cuba,United States,New York,HOU,Student,2020-04-13,Family Reunification,Citizen,2032-01-21,FALSE
Carlos,Brown,Male,1978-10-17,Guatemala,Italy,Genoa,Fiumicino,Work,2016-07-19,Persecution,Departed,,TRUE
Igor,Davis,Male,1956-01-25,Nepal,France,Strasbourg,Lyon–Saint-Exupéry,Work,2011-02-10,Climate/Disaster,Permanent Resident,,FALSE
Elena,Wang,Male,1997-10-26,Spain,United Kingdom,Cardiff,Gatwick,Family,2020-06-26,Persecution,Permanent Resident,,TRUE
Leila,Kumar,Male,1964-11-04,Dominican Republic,France,Lyon,Marseille Provence,Family,2000-07-26,Work,Permanent Resident,,FALSE
Aria,Sanchez,Male,1975-05-16,South Africa,United States,Seattle,DFW,Work,2009-05-12,Climate/Disaster,Permanent Resident,,FALSE
Igor,Smith,Male,1995-07-08,India,Germany,Leipzig,FRA,Work,2016-01-19,Work,Citizen,2019-11-08,FALSE
Anna,Singh,Male,1964-01-08,Cuba,France,Strasbourg,CDG,Student,2018-10-21,Family Reunification,Citizen,2026-08-24,FALSE
Isabella,Wang,Male,1952-10-02,Bulgaria,Canada,Edmonton,Calgary Intl,Work,2023-05-13,Work,Citizen,2032-04-16,FALSE
Isabella,Chen,Male,1972-10-19,Mexico,Canada,Mississauga,Calgary Intl,Asylum,2000-07-06,Persecution,Permanent Resident,,TRUE
Ethan,Martinez,Male,1966-09-23,Syria,Spain,Bilbao,Valencia Airport,Student,2003-05-20,Economic Opportunity,Undocumented,,FALSE
Mohamed,Johnson,Female,1997-09-27,Portugal,Netherlands,Rotterdam,Rotterdam The Hague,Family,2024-12-25,Economic Opportunity,Permanent Resident,,FALSE
Liam,Smith,Female,1951-08-28,Bangladesh,Germany,Berlin,FRA,Skilled Worker,2002-01-27,Study,Temporary Resident,,FALSE
Lucas,Davis,Female,1957-02-05,Malaysia,Sweden,Orebro,Gothenburg Landvetter,Skilled Worker,2010-10-10,Economic Opportunity,Temporary Resident,,FALSE
Akira,Rodriguez,Male,1962-04-16,Japan,France,Marseille,Nice Côte d'Azur,Diversity,2008-10-16,Family Reunification,Permanent Resident,,FALSE
Wei,Bauer,Male,1963-12-21,Brazil,Italy,Palermo,Malpensa,Student,2020-12-03,Work,Permanent Resident,,FALSE
Hiro,Zhang,Male,1983-04-13,South Africa,France,Nice,Marseille Provence,Family,2002-08-09,Work,Permanent Resident,,FALSE
Amina,Nguyen,Prefer not to say,1955-08-09,South Korea,Canada,Calgary,Pearson Intl,Diversity,2024-01-28,Work,Permanent Resident,,FALSE
Noah,Chen,Male,1964-02-10,Germany,Netherlands,Rotterdam,Eindhoven Airport,Asylum,2024-01-26,Persecution,Citizen,2028-04-20,TRUE
Mohamed,Kumar,Male,1993-12-22,Sri Lanka,Italy,Bologna,Malpensa,Refugee,2016-12-08,Work,Temporary Resident,,TRUE
Nina,Schmidt,Female,1990-09-10,Honduras,Spain,Valladolid,Barcelona–El Prat,Diversity,2016-12-24,Study,Permanent Resident,,FALSE
Sara,Rossi,Male,2001-10-27,Germany,United Kingdom,Cardiff,Stansted,Student,2022-02-14,Family Reunification,Temporary Resident,,FALSE
Ethan,Chen,Male,1970-02-21,Ukraine,United States,San Francisco,SEA,Skilled Worker,2005-03-08,Study,Permanent Resident,,FALSE
Yuki,Rodriguez,Male,1966-10-30,Argentina,United Kingdom,Cardiff,Manchester Airport,Family,2015-02-04,Family Reunification,Temporary Resident,,FALSE
Noah,Popov,Male,1971-07-21,France,France,Nice,Lyon–Saint-Exupéry,Asylum,2006-12-08,Work,Departed,,TRUE
Sofia,Nguyen,Male,2000-02-19,Nepal,Germany,Frankfurt,FRA,Skilled Worker,2022-11-30,Work,Temporary Resident,,FALSE
Jin,Perez,Male,1970-03-12,Ireland,Australia,Brisbane,Perth Airport,Student,2016-11-03,Work,Citizen,2025-04-05,FALSE
Emma,Rossi,Female,1996-12-21,Poland,Spain,Murcia,Malaga–Costa del Sol,Family,2025-09-12,Study,Temporary Resident,,FALSE
Hassan,Ibrahim,Male,1961-08-26,Colombia,Australia,Sydney,Melbourne Airport,Work,2021-01-02,Persecution,Permanent Resident,,TRUE
Igor,Gonzalez,Male,1980-08-24,Sri Lanka,Spain,Bilbao,Madrid–Barajas,Humanitarian,2008-04-30,Work,Permanent Resident,,FALSE
Akira,Martinez,Female,2002-06-25,Dominican Republic,Sweden,Malmo,Malmo Airport,Refugee,2024-02-10,Work,Permanent Resident,,TRUE
Fatima,Kim,Male,1975-03-22,Greece,United States,Chicago,MIA,Family,2017-07-11,Work,Citizen,2027-02-28,FALSE
Mohamed,Brown,Female,1983-09-17,Ireland,Sweden,Jonkoping,Arlanda,Family,2019-12-08,Family Reunification,Permanent Resident,,FALSE
Mia,Popov,Male,1982-06-11,Poland,Germany,Cologne,HAM,Work,2019-09-14,Study,Temporary Resident,,FALSE
Elena,Moretti,Male,1997-07-02,Sri Lanka,Netherlands,The Hague,Eindhoven Airport,Student,2015-08-11,Work,Temporary Resident,,FALSE
Igor,Martinez,Female,1962-04-22,India,Sweden,Stockholm,Gothenburg Landvetter,Family,2016-11-17,Study,Departed,,FALSE
Liam,Williams,Female,1985-05-27,Pakistan,Italy,Bari,Naples Intl,Work,2017-06-23,Family Reunification,Permanent Resident,,FALSE
Aria,Hernandez,Male,1996-02-08,Portugal,Germany,Cologne,FRA,Work,2016-12-02,Conflict/War,Temporary Resident,,TRUE
Olivia,Kumar,Male,1957-04-03,Peru,Sweden,Gothenburg,Malmo Airport,Family,2016-08-02,Family Reunification,Temporary Resident,,FALSE
Jin,Popov,Male,1980-02-02,Algeria,United Kingdom,Edinburgh,Manchester Airport,Asylum,2023-02-21,Economic Opportunity,Temporary Resident,,TRUE
Liam,Popov,Male,1985-10-25,Nigeria,United Kingdom,London,Heathrow,Student,2023-09-28,Persecution,Temporary Resident,,TRUE
Sara,Williams,Female,1968-04-29,Malaysia,Canada,Ottawa,Montreal-Trudeau,Skilled Worker,2006-01-13,Work,Permanent Resident,,FALSE
Wei,Hassan,Male,1958-12-21,Venezuela,Netherlands,Eindhoven,Rotterdam The Hague,Student,2017-08-28,Work,Temporary Resident,,FALSE
Hassan,Ivanov,Male,1996-01-27,Bulgaria,United Kingdom,Manchester,Edinburgh Airport,Refugee,2022-11-29,Work,Citizen,2032-04-02,TRUE
Jin,Jones,Female,2007-10-15,Germany,Sweden,Norrkoping,Arlanda,Work,2025-10-10,Family Reunification,Permanent Resident,,FALSE
Wei,Williams,Male,2004-11-21,Afghanistan,United Kingdom,Bristol,Manchester Airport,Family,2022-12-01,Climate/Disaster,Permanent Resident,,FALSE
Mohamed,Yamada,Male,1951-09-21,Algeria,Germany,Leipzig,DUS,Humanitarian,2013-04-06,Work,Permanent Resident,,FALSE
Maria,Nowak,Male,2002-04-03,Ireland,France,Paris,CDG,Work,2021-09-27,Economic Opportunity,Citizen,2027-11-16,FALSE
Noah,Davis,Male,1974-08-09,South Africa,Canada,Vancouver,Vancouver Intl,Diversity,2016-09-20,Work,Permanent Resident,,FALSE
Liam,Perez,Female,1964-04-24,Indonesia,United Kingdom,Leeds,Gatwick,Diversity,2023-09-11,Family Reunification,Permanent Resident,,FALSE
Camila,Singh,Female,1973-12-08,Bulgaria,Germany,Dresden,DUS,Student,2017-05-17,Family Reunification,Permanent Resident,,FALSE
Mohamed,Perez,Male,1993-02-14,Portugal,Canada,Toronto,Montreal-Trudeau,Work,2025-08-12,Persecution,Permanent Resident,,TRUE
Omar,Garcia,Male,1990-01-24,Portugal,United States,Atlanta,HOU,Work,2024-01-17,Study,Permanent Resident,,FALSE
Isabella,Martinez,Female,1993-12-03,Philippines,Italy,Palermo,Turin Airport,Family,2025-01-03,Persecution,Undocumented,,TRUE
Chen,Novak,Female,1968-10-05,Philippines,Sweden,Gothenburg,Arlanda,Student,2017-06-13,Study,Citizen,2028-10-28,FALSE
Noah,Garcia,Female,1957-08-05,Dominican Republic,Canada,Mississauga,Ottawa Intl,Humanitarian,2005-11-05,Work,Permanent Resident,,FALSE
Diego,Novak,Male,1991-08-15,South Africa,Sweden,Norrkoping,Malmo Airport,Student,2022-03-04,Family Reunification,Permanent Resident,,FALSE
Jin,Ali,Male,1972-06-04,Ethiopia,Germany,Dresden,DUS,Refugee,2012-01-08,Work,Citizen,2016-03-09,TRUE
Camila,Gonzalez,Female,1967-02-09,Ethiopia,United States,Dallas,IAD,Humanitarian,2007-01-23,Family Reunification,Permanent Resident,,FALSE
Omar,Nowak,Female,1993-02-03,Japan,Canada,Mississauga,Ottawa Intl,Diversity,2018-10-26,Family Reunification,Temporary Resident,,FALSE
Alex,Brown,Female,1964-10-15,India,United Kingdom,Cardiff,Heathrow,Student,2002-05-22,Climate/Disaster,Temporary Resident,,FALSE
Liam,Rossi,Female,1967-11-27,Argentina,Spain,Malaga,Malaga–Costa del Sol,Work,2022-03-14,Family Reunification,Undocumented,,FALSE
Fatima,Nguyen,Female,2007-06-30,Syria,Spain,Seville,Palma de Mallorca,Asylum,2025-09-05,Conflict/War,Permanent Resident,,TRUE
Isabella,Rossi,Male,1954-11-22,Cuba,United States,Seattle,ORD,Asylum,2013-10-29,Family Reunification,Permanent Resident,,TRUE
Anna,Perez,Male,1984-05-26,Romania,United Kingdom,Leeds,Gatwick,Student,2020-06-27,Persecution,Citizen,2026-09-30,TRUE
Anna,Williams,Female,1953-05-29,Dominican Republic,Spain,Zaragoza,Madrid–Barajas,Work,2008-12-16,Persecution,Citizen,2013-02-16,TRUE
Priya,Khan,Male,1959-11-15,Guatemala,Sweden,Vasteras,Malmo Airport,Diversity,2008-03-24,Family Reunification,Departed,,FALSE
Anita,Bauer,Male,1959-01-16,Syria,Australia,Adelaide,Perth Airport,Family,2024-03-28,Work,Citizen,2028-01-24,FALSE
Lucas,Nguyen,Female,1999-06-03,Indonesia,United States,Miami,JFK Airport,Work,2022-04-24,Conflict/War,Permanent Resident,,TRUE
Wei,Novak,Female,1952-11-24,Venezuela,Canada,Montreal,Montreal-Trudeau,Work,2009-02-21,Work,Temporary Resident,,FALSE
Isabella,Silva,Male,1967-10-25,Poland,United Kingdom,Edinburgh,Stansted,Skilled Worker,2002-07-22,Work,Temporary Resident,,FALSE
Hiro,Bauer,Male,1997-11-25,Poland,United Kingdom,Glasgow,Gatwick,Family,2024-01-05,Work,Undocumented,,FALSE
Sofia,Ibrahim,Male,1977-04-30,France,Italy,Florence,Malpensa,Asylum,2004-05-13,Persecution,Departed,,TRUE
Aria,Kumar,Male,1970-03-03,Ireland,Germany,Munich,DUS,Asylum,2016-05-23,Persecution,Citizen,2024-03-27,TRUE
Diego,Sanchez,Female,1964-08-28,Sri Lanka,Australia,Perth,Adelaide Airport,Family,2017-02-22,Study,Departed,,FALSE
Lucas,Perez,Female,1998-03-12,Brazil,Netherlands,Almere,Rotterdam The Hague,Family,2023-03-11,Work,Permanent Resident,,FALSE
Anna,Park,Female,1976-02-29,South Korea,Canada,Winnipeg,Calgary Intl,Work,2001-09-24,Climate/Disaster,Permanent Resident,,FALSE
Olivia,Gonzalez,Male,1997-08-02,Japan,United States,Dallas,IAD,Refugee,2022-12-02,Work,Temporary Resident,,TRUE
Camila,Martinez,Female,1967-05-22,Nepal,Spain,Barcelona,Madrid–Barajas,Refugee,2022-02-15,Work,Citizen,2030-10-13,TRUE
Emma,Hernandez,Female,1973-03-12,Ethiopia,Spain,Valencia,Madrid–Barajas,Family,2004-05-10,Study,Undocumented,,FALSE
Ahmed,Schmidt,Female,2004-06-15,Germany,Italy,Bari,Turin Airport,Work,2023-10-01,Conflict/War,Permanent Resident,,TRUE
Emma,Hassan,Female,1968-11-19,Poland,Sweden,Gothenburg,Arlanda,Skilled Worker,2008-12-27,Conflict/War,Temporary Resident,,TRUE
Anita,Miller,Male,1974-01-21,Greece,Canada,Winnipeg,Vancouver Intl,Student,2021-09-15,Family Reunification,Departed,,FALSE
Amina,Costa,Female,1984-12-03,Syria,United States,Miami,HOU,Skilled Worker,2015-03-04,Conflict/War,Permanent Resident,,TRUE
Hiro,Hassan,Male,1962-12-14,South Korea,Sweden,Linkoping,Malmo Airport,Work,2009-11-12,Persecution,Permanent Resident,,TRUE
Ava,Chen,Female,1999-01-25,Pakistan,United Kingdom,Birmingham,Heathrow,Family,2023-04-24,Study,Temporary Resident,,FALSE
Mia,Davis,Female,1951-03-16,Ireland,United Kingdom,Sheffield,Gatwick,Work,2009-06-20,Family Reunification,Permanent Resident,,FALSE
Wei,Rodriguez,Male,2007-09-18,Spain,Netherlands,Rotterdam,Schiphol,Skilled Worker,2025-09-17,Persecution,Permanent Resident,,TRUE
Diego,Singh,Female,1967-01-24,Nepal,France,Marseille,Orly,Work,2025-08-26,Economic Opportunity,Permanent Resident,,FALSE
Ibrahim,Wang,Male,1971-12-02,Morocco,Australia,Gold Coast,Perth Airport,Family,2019-01-17,Conflict/War,Temporary Resident,,TRUE
Olivia,Chen,Female,2004-09-14,Taiwan,United States,Miami,BOS,Skilled Worker,2022-10-02,Economic Opportunity,Citizen,2031-09-13,FALSE
Yuki,Hassan,Male,1976-06-29,Dominican Republic,France,Strasbourg,Nice Côte d'Azur,Diversity,2021-08-04,Study,Departed,,FALSE
Fatima,Abdul,Female,1977-06-04,Cuba,Canada,Ottawa,Ottawa Intl,Investor,2008-02-20,Work,Permanent Resident,,FALSE
Priya,Ali,Female,2002-10-27,Japan,France,Strasbourg,Orly,Student,2021-09-02,Family Reunification,Permanent Resident,,FALSE
Mia,Abdul,Male,1991-04-25,Honduras,Spain,Valladolid,Madrid–Barajas,Student,2020-12-12,Work,Temporary Resident,,FALSE
Ethan,Li,Female,2004-09-20,Germany,Germany,Hamburg,MUC,Asylum,2022-10-26,Climate/Disaster,Departed,,TRUE
Ethan,Brown,Female,1996-08-10,Greece,Canada,Ottawa,Vancouver Intl,Skilled Worker,2019-08-25,Work,Temporary Resident,,FALSE
Nina,Abdul,Female,1991-01-10,Kenya,Italy,Milan,Naples Intl,Work,2018-09-25,Work,Citizen,2021-11-22,FALSE
Ethan,Yamada,Male,1981-05-26,Ireland,United States,San Francisco,HOU,Asylum,2015-10-29,Work,Temporary Resident,,TRUE
Ava,Popov,Male,1967-09-17,Nepal,Netherlands,Nijmegen,Eindhoven Airport,Skilled Worker,2011-03-06,Work,Departed,,FALSE
Diego,Yamada,Male,1953-06-27,Taiwan,Spain,Zaragoza,Malaga–Costa del Sol,Work,2004-05-13,Family Reunification,Permanent Resident,,FALSE
Zoe,Kim,Male,1967-04-16,Pakistan,Australia,Gold Coast,Perth Airport,Work,2007-01-03,Family Reunification,Citizen,2016-04-16,FALSE
Ahmed,Park,Female,1979-06-26,Guatemala,Germany,Munich,DUS,Work,2023-10-28,Study,Permanent Resident,,FALSE
Elena,Abdul,Female,1995-05-12,Kenya,France,Bordeaux,Nice Côte d'Azur,Student,2021-02-27,Work,Permanent Resident,,FALSE
Wei,Zhang,Female,1960-06-30,Algeria,Canada,Hamilton,Vancouver Intl,Work,2009-12-06,Work,Permanent Resident,,FALSE
Liam,Garcia,Female,1983-05-20,Egypt,Sweden,Jonkoping,Arlanda,Family,2021-11-12,Work,Permanent Resident,,FALSE
Zoe,Williams,Female,1979-06-22,Portugal,United Kingdom,Birmingham,Manchester Airport,Work,2001-09-08,Work,Permanent Resident,,FALSE
Maria,Nowak,Female,1950-10-06,Afghanistan,United States,New York,JFK Airport,Work,2016-06-27,Work,Citizen,2022-08-22,FALSE
Jin,Sanchez,Male,1983-04-02,Ireland,Sweden,Linkoping,Arlanda,Asylum,2003-06-15,Work,Citizen,2012-04-26,TRUE
Sara,Popov,Non-binary,1985-04-11,Bulgaria,United States,Dallas,IAD,Student,2014-04-12,Study,Temporary Resident,,FALSE
Liam,Li,Female,2002-10-11,Pakistan,United Kingdom,Edinburgh,Heathrow,Work,2024-07-27,Family Reunification,Citizen,2028-10-23,FALSE
Igor,Khan,Male,1978-07-04,Argentina,Netherlands,Nijmegen,Schiphol,Asylum,2025-04-23,Work,Temporary Resident,,TRUE
Mia,Ivanov,Female,1993-09-03,India,Germany,Berlin,MUC,Refugee,2016-12-02,Work,Citizen,2020-06-14,TRUE
Mohamed,Novak,Female,1993-10-23,Philippines,Australia,Adelaide,Brisbane Airport,Diversity,2016-03-07,Economic Opportunity,Temporary Resident,,FALSE
Sofia,Sanchez,Female,1984-09-24,India,France,Marseille,Nice Côte d'Azur,Family,2009-01-19,Work,Citizen,2018-01-12,FALSE
Camila,Moretti,Female,1959-06-20,Romania,Australia,Melbourne,Melbourne Airport,Work,2001-10-31,Work,Temporary Resident,,FALSE
Aria,Rossi,Female,1996-08-10,Afghanistan,Sweden,Malmo,Gothenburg Landvetter,Student,2019-11-23,Study,Permanent Resident,,FALSE
Yuki,Kumar,Female,1972-10-16,Turkey,Sweden,Uppsala,Arlanda,Skilled Worker,2014-11-12,Persecution,Citizen,2018-05-21,TRUE
Priya,Smith,Female,1976-06-05,Mexico,Sweden,Stockholm,Malmo Airport,Student,2020-09-21,Economic Opportunity,Permanent Resident,,FALSE
Raj,Park,Male,1992-09-25,Philippines,Italy,Bologna,Malpensa,Work,2015-12-29,Conflict/War,Citizen,2021-11-29,TRUE
David,Lopez,Female,1996-06-27,Malaysia,Sweden,Jonkoping,Arlanda,Work,2023-05-07,Work,Permanent Resident,,FALSE
Amina,Li,Female,1977-07-13,France,Australia,Canberra,Perth Airport,Student,2024-08-14,Study,Citizen,2028-05-06,FALSE
Zoe,Williams,Male,1989-01-25,Indonesia,Spain,Valencia,Barcelona–El Prat,Work,2014-02-23,Family Reunification,Permanent Resident,,FALSE
Nina,Ivanov,Male,1986-01-10,Thailand,Netherlands,Breda,Rotterdam The Hague,Family,2022-07-21,Family Reunification,Citizen,2026-06-17,FALSE
Igor,Hassan,Female,1990-04-30,Indonesia,Italy,Bologna,Fiumicino,Diversity,2017-04-02,Family Reunification,Permanent Resident,,FALSE
Alex,Wang,Female,1989-04-24,Algeria,Spain,Zaragoza,Palma de Mallorca,Family,2008-03-31,Work,Citizen,2013-05-24,FALSE
Igor,Ibrahim,Male,1973-02-20,United Kingdom,United States,Seattle,IAD,Work,2023-04-04,Family Reunification,Permanent Resident,,FALSE
Ibrahim,Bauer,Female,1989-03-12,Nepal,Spain,Madrid,Malaga–Costa del Sol,Investor,2025-01-01,Work,Permanent Resident,,FALSE
Olivia,Jones,Male,1999-12-31,Malaysia,Canada,Ottawa,Calgary Intl,Skilled Worker,2022-07-29,Family Reunification,Citizen,2032-07-23,FALSE
Ethan,Johnson,Male,1961-02-02,United Kingdom,Spain,Palma,Barcelona–El Prat,Humanitarian,2018-06-23,Study,Citizen,2025-10-12,FALSE
Chen,Rodriguez,Male,1980-01-15,Philippines,Canada,Edmonton,Ottawa Intl,Skilled Worker,2001-06-15,Family Reunification,Departed,,FALSE
David,Schmidt,Female,2000-03-09,Poland,Sweden,Orebro,Malmo Airport,Asylum,2024-04-30,Work,Undocumented,,TRUE
Alex,Singh,Male,1963-01-14,Egypt,Italy,Florence,Malpensa,Refugee,2020-01-14,Work,Permanent Resident,,TRUE
Mia,Lopez,Male,1954-09-13,Ukraine,France,Nice,CDG,Asylum,2014-03-14,Work,Permanent Resident,,TRUE
Ethan,Gonzalez,Female,2004-12-03,South Africa,Germany,Berlin,BER,Skilled Worker,2024-10-10,Work,Permanent Resident,,FALSE
Akira,Smith,Female,1977-04-01,Argentina,Sweden,Orebro,Gothenburg Landvetter,Student,2009-04-14,Family Reunification,Permanent Resident,,FALSE
Liam,Rossi,Female,1989-12-04,Brazil,Germany,Bremen,FRA,Work,2015-02-23,Study,Temporary Resident,,FALSE
Diego,Li,Male,2001-08-05,Greece,United States,Seattle,SFO,Family,2025-07-21,Family Reunification,Citizen,2030-03-30,FALSE
David,Chen,Female,1979-02-06,Algeria,Canada,Quebec City,Ottawa Intl,Family,2009-04-13,Family Reunification,Permanent Resident,,FALSE
Liam,Popov,Female,1985-05-19,Dominican Republic,Spain,Barcelona,Valencia Airport,Diversity,2024-05-26,Family Reunification,Citizen,2035-06-15,FALSE
Ahmed,Davis,Male,2006-05-09,Colombia,United States,Boston,IAD,Refugee,2024-05-11,Family Reunification,Citizen,2035-12-20,TRUE
Sofia,Rossi,Male,1973-06-02,France,Germany,Munich,HAM,Work,2004-08-28,Conflict/War,Temporary Resident,,TRUE
